,index_x,Season_x,Week_x,Include_x,Team 1_x,Team 2_x,Spread Open,O/U Open,Open Favorite,Spread Close,O/U Close,Close Favorite,Spread Consensus Team 1,Spread Consensus Team 2,Over Consensus,Under Consensus,Moneyline Consensus Team 1,Moneyline Consensus Team 2,Game ID 1,Game ID 2,index_y,Season_y,Week_y,Include_y,Team 1_y,Team 2_y,Team 1 Final,Team 2 Final,Total Final
570,1148,2018,14,True,Carolina,Cleveland,,,Team 1,-1.0,48.0,Team 1,58%,42%,72%,28%,65%,35%,201814CarolinaCleveland,201814ClevelandCarolina,1504,2018,14,True,Carolina,Cleveland,20.0,26.0,46.0
571,1150,2018,14,True,Atlanta,GreenBay,,,Team 1,-4.0,50.5,Team 2,30%,70%,70%,30%,75%,25%,201814AtlantaGreenBay,201814GreenBayAtlanta,1498,2018,14,True,Atlanta,GreenBay,20.0,34.0,54.0
572,1152,2018,14,True,NewOrleans,TampaBay,,,Team 1,-9.5,55.0,Team 1,78%,22%,63%,37%,68%,32%,201814NewOrleansTampaBay,201814TampaBayNewOrleans,1510,2018,14,True,NewOrleans,TampaBay,28.0,14.0,42.0
573,1154,2018,14,True,NYJets,Buffalo,-3.5,38.5,Team 2,-4.5,37.0,Team 2,38%,62%,67%,33%,69%,31%,201814NYJetsBuffalo,201814BuffaloNYJets,1502,2018,14,True,NYJets,Buffalo,27.0,23.0,50.0
574,1156,2018,14,True,NewEngland,Miami,,,Team 1,-9.0,49.5,Team 1,62%,38%,55%,45%,41%,59%,201814NewEnglandMiami,201814MiamiNewEngland,1508,2018,14,True,NewEngland,Miami,33.0,34.0,67.0
575,1158,2018,14,True,LARams,Chicago,,,Team 1,-3.0,50.5,Team 1,58%,42%,45%,55%,50%,50%,201814LARamsChicago,201814ChicagoLARams,1524,2018,14,True,LARams,Chicago,6.0,15.0,21.0
576,1160,2018,14,True,NYGiants,Washington,-1.0,42.5,Team 2,-3.0,40.0,Team 1,73%,27%,52%,48%,62%,38%,201814NYGiantsWashington,201814WashingtonNYGiants,1512,2018,14,True,NYGiants,Washington,40.0,16.0,56.0
577,1162,2018,14,True,Denver,SanFrancisco,,,Team 1,-3.0,45.5,Team 1,66%,34%,80%,20%,68%,32%,201814DenverSanFrancisco,201814SanFranciscoDenver,1516,2018,14,True,Denver,SanFrancisco,14.0,20.0,34.0
578,1164,2018,14,True,Cincinnati,LAChargers,,,Team 1,-16.5,48.5,Team 2,42%,58%,78%,22%,33%,67%,201814CincinnatiLAChargers,201814LAChargersCincinnati,1514,2018,14,True,Cincinnati,LAChargers,21.0,26.0,47.0
579,1166,2018,14,True,Detroit,Arizona,,,Team 1,-2.5,40.0,Team 1,52%,48%,80%,20%,57%,43%,201814DetroitArizona,201814ArizonaDetroit,1518,2018,14,True,Detroit,Arizona,17.0,3.0,20.0
580,1168,2018,14,True,Philadelphia,Dallas,-4.0,43.0,Team 2,-3.5,45.5,Team 2,41%,59%,55%,45%,67%,33%,201814PhiladelphiaDallas,201814DallasPhiladelphia,1520,2018,14,True,Philadelphia,Dallas,23.0,29.0,52.0
581,1170,2018,14,True,Pittsburgh,Oakland,,,Team 1,-10.0,51.0,Team 1,42%,58%,47%,53%,33%,67%,201814PittsburghOakland,201814OaklandPittsburgh,1522,2018,14,True,Pittsburgh,Oakland,21.0,24.0,45.0
582,1172,2018,14,True,Minnesota,Seattle,,,Team 1,-3.0,45.5,Team 2,35%,65%,66%,34%,46%,54%,201814MinnesotaSeattle,201814SeattleMinnesota,1526,2018,14,True,Minnesota,Seattle,7.0,21.0,28.0
583,1174,2018,15,True,LAChargers,KansasCity,-3.5,56.5,Team 2,-3.5,54.5,Team 2,40%,60%,62%,38%,49%,51%,201815LAChargersKansasCity,201815KansasCityLAChargers,1528,2018,15,True,LAChargers,KansasCity,29.0,28.0,57.0
584,1176,2018,15,True,Houston,NYJets,-6.5,42.5,Team 1,-7.0,44.5,Team 1,66%,34%,64%,36%,68%,32%,201815HoustonNYJets,201815NYJetsHouston,1530,2018,15,True,Houston,NYJets,29.0,22.0,51.0
585,1178,2018,15,True,Cleveland,Denver,,,Team 1,-1.5,47.0,Team 2,38%,62%,53%,47%,34%,66%,201815ClevelandDenver,201815DenverCleveland,1532,2018,15,True,Cleveland,Denver,17.0,16.0,33.0
586,1180,2018,15,True,Miami,Minnesota,,,Team 1,-7.5,45.0,Team 2,42%,58%,44%,56%,50%,50%,201815MiamiMinnesota,201815MinnesotaMiami,1548,2018,15,True,Miami,Minnesota,17.0,41.0,58.0
587,1182,2018,15,True,Oakland,Cincinnati,,,Team 1,-3.0,46.0,Team 2,60%,40%,60%,40%,64%,36%,201815OaklandCincinnati,201815CincinnatiOakland,1542,2018,15,True,Oakland,Cincinnati,16.0,30.0,46.0
588,1184,2018,15,True,TampaBay,Baltimore,,,Team 1,-8.5,44.5,Team 2,50%,50%,45%,55%,37%,63%,201815TampaBayBaltimore,201815BaltimoreTampaBay,1536,2018,15,True,TampaBay,Baltimore,12.0,20.0,32.0
589,1186,2018,15,True,Dallas,Indianapolis,,,Team 1,-3.0,47.0,Team 2,55%,45%,63%,37%,74%,26%,201815DallasIndianapolis,201815IndianapolisDallas,1544,2018,15,True,Dallas,Indianapolis,0.0,23.0,23.0
590,1188,2018,15,True,Detroit,Buffalo,0.0,38.0,No Favorite,-2.5,39.5,Team 2,33%,67%,63%,37%,39%,61%,201815DetroitBuffalo,201815BuffaloDetroit,1538,2018,15,True,Detroit,Buffalo,13.0,14.0,27.0
591,1190,2018,15,True,GreenBay,Chicago,,,Team 1,-5.5,46.5,Team 2,43%,57%,50%,50%,53%,47%,201815GreenBayChicago,201815ChicagoGreenBay,1540,2018,15,True,GreenBay,Chicago,17.0,24.0,41.0
592,1192,2018,15,True,Tennessee,NYGiants,,,Team 1,-2.5,42.0,Team 1,60%,40%,58%,42%,55%,45%,201815TennesseeNYGiants,201815NYGiantsTennessee,1550,2018,15,True,Tennessee,NYGiants,17.0,0.0,17.0
593,1194,2018,15,True,Washington,Jacksonville,-8.5,36.0,Team 2,-7.0,36.5,Team 2,30%,70%,21%,79%,70%,30%,201815WashingtonJacksonville,201815JacksonvilleWashington,1546,2018,15,True,Washington,Jacksonville,16.0,13.0,29.0
594,1196,2018,15,True,Arizona,Atlanta,,,Team 1,-9.0,43.5,Team 2,35%,65%,73%,27%,64%,36%,201815ArizonaAtlanta,201815AtlantaArizona,1534,2018,15,True,Arizona,Atlanta,14.0,40.0,54.0
595,1198,2018,15,True,Seattle,SanFrancisco,,,Team 1,-4.0,44.0,Team 1,66%,34%,59%,41%,64%,36%,201815SeattleSanFrancisco,201815SanFranciscoSeattle,1552,2018,15,True,Seattle,SanFrancisco,23.0,26.0,49.0
596,1200,2018,15,True,NewEngland,Pittsburgh,-1.5,49.5,Team 1,-2.5,55.0,Team 1,70%,30%,67%,33%,61%,39%,201815NewEnglandPittsburgh,201815PittsburghNewEngland,1554,2018,15,True,NewEngland,Pittsburgh,10.0,17.0,27.0
597,1202,2018,15,True,Philadelphia,LARams,-9.5,54.0,Team 2,-13.5,52.5,Team 2,46%,54%,75%,25%,45%,55%,201815PhiladelphiaLARams,201815LARamsPhiladelphia,1556,2018,15,True,Philadelphia,LARams,30.0,23.0,53.0
598,1204,2018,15,True,NewOrleans,Carolina,-7.0,54.0,Team 1,-6.0,50.5,Team 1,60%,40%,69%,31%,36%,64%,201815NewOrleansCarolina,201815CarolinaNewOrleans,1558,2018,15,True,NewOrleans,Carolina,12.0,9.0,21.0
599,1206,2018,16,True,Washington,Tennessee,-10.0,37.0,Team 2,-11.0,38.0,Team 2,41%,59%,49%,51%,47%,53%,201816WashingtonTennessee,201816TennesseeWashington,1560,2018,16,True,Washington,Tennessee,16.0,25.0,41.0
600,1208,2018,16,True,Baltimore,LAChargers,-5.5,45.0,Team 2,-4.0,42.5,Team 2,30%,70%,43%,57%,32%,68%,201816BaltimoreLAChargers,201816LAChargersBaltimore,1562,2018,16,True,Baltimore,LAChargers,22.0,10.0,32.0
601,1210,2018,16,True,TampaBay,Dallas,-7.0,46.0,Team 2,-7.0,48.0,Team 2,28%,72%,42%,58%,13%,87%,201816TampaBayDallas,201816DallasTampaBay,1570,2018,16,True,TampaBay,Dallas,20.0,27.0,47.0
602,1212,2018,16,True,Buffalo,NewEngland,-10.5,45.5,Team 2,-13.5,45.0,Team 2,27%,73%,60%,40%,59%,41%,201816BuffaloNewEngland,201816NewEnglandBuffalo,1566,2018,16,True,Buffalo,NewEngland,12.0,24.0,36.0
603,1214,2018,16,True,Atlanta,Carolina,-3.5,50.5,Team 2,-3.0,46.5,Team 1,42%,58%,33%,67%,36%,64%,201816AtlantaCarolina,201816CarolinaAtlanta,1564,2018,16,True,Atlanta,Carolina,24.0,10.0,34.0
604,1216,2018,16,True,Jacksonville,Miami,-4.0,39.5,Team 2,-3.0,39.5,Team 2,23%,77%,17%,83%,76%,24%,201816JacksonvilleMiami,201816MiamiJacksonville,1580,2018,16,True,Jacksonville,Miami,17.0,7.0,24.0
605,1218,2018,16,True,NYGiants,Indianapolis,-9.5,47.0,Team 2,-9.5,48.0,Team 2,48%,52%,68%,32%,57%,43%,201816NYGiantsIndianapolis,201816IndianapolisNYGiants,1578,2018,16,True,NYGiants,Indianapolis,27.0,28.0,55.0
606,1220,2018,16,True,Houston,Philadelphia,0.0,45.0,No Favorite,-2.0,47.0,Team 2,42%,58%,63%,37%,26%,74%,201816HoustonPhiladelphia,201816PhiladelphiaHouston,1576,2018,16,True,Houston,Philadelphia,30.0,32.0,62.0
607,1222,2018,16,True,Minnesota,Detroit,-4.5,43.0,Team 1,-6.5,42.0,Team 1,63%,37%,39%,61%,57%,43%,201816MinnesotaDetroit,201816DetroitMinnesota,1572,2018,16,True,Minnesota,Detroit,27.0,9.0,36.0
608,1224,2018,16,True,GreenBay,NYJets,-3.0,45.0,Team 1,-3.0,47.0,Team 1,57%,43%,60%,40%,66%,34%,201816GreenBayNYJets,201816NYJetsGreenBay,1574,2018,16,True,GreenBay,NYJets,44.0,38.0,82.0
609,1226,2018,16,True,Cincinnati,Cleveland,-7.0,46.5,Team 2,-9.5,44.0,Team 2,55%,45%,57%,43%,65%,35%,201816CincinnatiCleveland,201816ClevelandCincinnati,1568,2018,16,True,Cincinnati,Cleveland,18.0,26.0,44.0
610,1228,2018,16,True,LARams,Arizona,-15.5,47.5,Team 1,-14.0,43.5,Team 1,54%,46%,38%,62%,43%,57%,201816LARamsArizona,201816ArizonaLARams,1582,2018,16,True,LARams,Arizona,31.0,9.0,40.0
611,1230,2018,16,True,Chicago,SanFrancisco,-4.0,43.0,Team 1,-3.5,44.0,Team 1,59%,41%,57%,43%,63%,37%,201816ChicagoSanFrancisco,201816SanFranciscoChicago,1584,2018,16,True,Chicago,SanFrancisco,14.0,9.0,23.0
612,1232,2018,16,True,Pittsburgh,NewOrleans,-6.5,56.0,Team 2,-6.5,53.5,Team 2,33%,67%,73%,27%,78%,22%,201816PittsburghNewOrleans,201816NewOrleansPittsburgh,1586,2018,16,True,Pittsburgh,NewOrleans,28.0,31.0,59.0
613,1234,2018,16,True,KansasCity,Seattle,-2.5,54.0,Team 1,-1.0,54.5,Team 1,51%,49%,64%,36%,42%,58%,201816KansasCitySeattle,201816SeattleKansasCity,1588,2018,16,True,KansasCity,Seattle,31.0,38.0,69.0
614,1236,2018,16,True,Denver,Oakland,-3.0,45.0,Team 1,-2.5,42.5,Team 1,42%,58%,62%,38%,51%,49%,201816DenverOakland,201816OaklandDenver,1590,2018,16,True,Denver,Oakland,14.0,27.0,41.0
615,1238,2018,17,True,Dallas,NYGiants,-7.0,42.5,Team 2,-7.0,38.5,Team 2,39%,61%,59%,41%,90%,10%,201817DallasNYGiants,201817NYGiantsDallas,1598,2018,17,True,Dallas,NYGiants,36.0,35.0,71.0
616,1240,2018,17,True,Oakland,KansasCity,-14.5,54.0,Team 2,-14.0,53.5,Team 2,31%,69%,49%,51%,28%,72%,201817OaklandKansasCity,201817KansasCityOakland,1616,2018,17,True,Oakland,KansasCity,3.0,35.0,38.0
617,1242,2018,17,True,Carolina,NewOrleans,-9.0,45.0,Team 2,-7.5,41.5,Team 2,35%,65%,35%,65%,33%,67%,201817CarolinaNewOrleans,201817NewOrleansCarolina,1596,2018,17,True,Carolina,NewOrleans,33.0,14.0,47.0
618,1244,2018,17,True,NYJets,NewEngland,-14.5,48.0,Team 2,-14.0,47.0,Team 2,49%,51%,35%,65%,30%,70%,201817NYJetsNewEngland,201817NewEnglandNYJets,1604,2018,17,True,NYJets,NewEngland,3.0,38.0,41.0
619,1246,2018,17,True,Philadelphia,Washington,-7.5,42.5,Team 1,-6.0,42.5,Team 1,60%,40%,69%,31%,67%,33%,201817PhiladelphiaWashington,201817WashingtonPhiladelphia,1620,2018,17,True,Philadelphia,Washington,24.0,0.0,24.0
620,1248,2018,17,True,Detroit,GreenBay,-9.0,44.5,Team 2,-7.5,44.5,Team 2,25%,75%,59%,41%,15%,85%,201817DetroitGreenBay,201817GreenBayDetroit,1600,2018,17,True,Detroit,GreenBay,31.0,0.0,31.0
621,1250,2018,17,True,Jacksonville,Houston,-10.0,40.5,Team 2,-7.0,39.5,Team 2,29%,71%,36%,64%,14%,86%,201817JacksonvilleHouston,201817HoustonJacksonville,1602,2018,17,True,Jacksonville,Houston,3.0,20.0,23.0
622,1252,2018,17,True,Cleveland,Baltimore,-7.0,41.5,Team 2,-7.0,40.5,Team 2,65%,35%,75%,25%,53%,47%,201817ClevelandBaltimore,201817BaltimoreCleveland,1608,2018,17,True,Cleveland,Baltimore,24.0,26.0,50.0
623,1254,2018,17,True,Atlanta,TampaBay,-1.0,49.5,Team 1,-2.5,52.0,Team 1,55%,45%,71%,29%,71%,29%,201817AtlantaTampaBay,201817TampaBayAtlanta,1592,2018,17,True,Atlanta,TampaBay,34.0,32.0,66.0
624,1256,2018,17,True,Miami,Buffalo,-3.5,38.0,Team 2,-5.5,39.5,Team 2,39%,61%,33%,67%,84%,16%,201817MiamiBuffalo,201817BuffaloMiami,1594,2018,17,True,Miami,Buffalo,17.0,42.0,59.0
625,1258,2018,17,True,Indianapolis,Tennessee,-2.5,44.0,Team 1,-5.0,42.5,Team 1,60%,40%,45%,55%,64%,36%,201817IndianapolisTennessee,201817TennesseeIndianapolis,1622,2018,17,True,Indianapolis,Tennessee,33.0,17.0,50.0
626,1260,2018,17,True,Cincinnati,Pittsburgh,-17.0,48.0,Team 2,-13.5,45.5,Team 2,45%,55%,68%,32%,38%,62%,201817CincinnatiPittsburgh,201817PittsburghCincinnati,1612,2018,17,True,Cincinnati,Pittsburgh,13.0,16.0,29.0
627,1262,2018,17,True,Chicago,Minnesota,-7.0,41.5,Team 2,-6.0,40.0,Team 2,44%,56%,22%,78%,53%,47%,201817ChicagoMinnesota,201817MinnesotaChicago,1610,2018,17,True,Chicago,Minnesota,24.0,10.0,34.0
628,1264,2018,17,True,LAChargers,Denver,-7.0,41.5,Team 1,-7.0,43.5,Team 1,62%,38%,64%,36%,50%,50%,201817LAChargersDenver,201817DenverLAChargers,1614,2018,17,True,LAChargers,Denver,23.0,9.0,32.0
629,1266,2018,17,True,Arizona,Seattle,-14.5,39.5,Team 2,-15.0,40.0,Team 2,25%,75%,65%,35%,63%,37%,201817ArizonaSeattle,201817SeattleArizona,1606,2018,17,True,Arizona,Seattle,24.0,27.0,51.0
630,1268,2018,17,True,SanFrancisco,LARams,-7.5,50.0,Team 2,-10.5,50.0,Team 2,31%,69%,34%,66%,57%,43%,201817SanFranciscoLARams,201817LARamsSanFrancisco,1618,2018,17,True,SanFrancisco,LARams,32.0,48.0,80.0
631,1270,2018,18,True,Indianapolis,Houston,-2.0,47.5,Team 2,-1.5,49.0,Team 2,49%,51%,60%,40%,53%,47%,201818IndianapolisHouston,201818HoustonIndianapolis,44,2018,18,True,Indianapolis,Houston,21.0,7.0,28.0
632,1272,2018,18,True,Seattle,Dallas,-2.5,41.5,Team 2,-2.5,43.5,Team 2,48%,52%,65%,35%,41%,59%,201818SeattleDallas,201818DallasSeattle,46,2018,18,True,Seattle,Dallas,22.0,24.0,46.0
633,1274,2018,18,True,LAChargers,Baltimore,-2.5,42.0,Team 2,-2.5,42.5,Team 2,76%,24%,64%,36%,61%,39%,201818LAChargersBaltimore,201818BaltimoreLAChargers,48,2018,18,True,LAChargers,Baltimore,23.0,17.0,40.0
634,1276,2018,18,True,Philadelphia,Chicago,-6.0,42.0,Team 2,-6.5,42.0,Team 2,48%,52%,60%,40%,67%,33%,201818PhiladelphiaChicago,201818ChicagoPhiladelphia,50,2018,18,True,Philadelphia,Chicago,16.0,15.0,31.0
635,1278,2018,19,True,Indianapolis,KansasCity,-4.5,56.0,Team 2,-4.5,55.0,Team 2,55%,45%,52%,48%,58%,42%,201819IndianapolisKansasCity,201819KansasCityIndianapolis,52,2018,19,True,Indianapolis,KansasCity,13.0,31.0,44.0
636,1280,2018,19,True,Dallas,LARams,-7.0,49.0,Team 2,-7.0,48.0,Team 2,47%,53%,63%,37%,80%,20%,201819DallasLARams,201819LARamsDallas,54,2018,19,True,Dallas,LARams,22.0,30.0,52.0
637,1282,2018,19,True,LAChargers,NewEngland,-4.5,47.0,Team 2,-4.0,47.5,Team 2,50%,50%,66%,34%,60%,40%,201819LAChargersNewEngland,201819NewEnglandLAChargers,56,2018,19,True,LAChargers,NewEngland,28.0,41.0,69.0
638,1284,2018,19,True,Philadelphia,NewOrleans,-8.0,51.0,Team 2,-8.5,52.5,Team 2,43%,57%,78%,22%,59%,41%,201819PhiladelphiaNewOrleans,201819NewOrleansPhiladelphia,58,2018,19,True,Philadelphia,NewOrleans,14.0,20.0,34.0
639,1286,2018,20,True,LARams,NewOrleans,-3.5,57.0,Team 2,-3.0,55.0,Team 2,51%,49%,45%,55%,46%,54%,201820LARamsNewOrleans,201820NewOrleansLARams,60,2018,20,True,LARams,NewOrleans,26.0,23.0,49.0
640,1288,2018,20,True,NewEngland,KansasCity,-3.0,58.0,Team 2,-3.0,56.5,Team 2,41%,59%,55%,45%,61%,39%,201820NewEnglandKansasCity,201820KansasCityNewEngland,62,2018,20,True,NewEngland,KansasCity,37.0,31.0,68.0
641,1292,2018,22,True,NewEngland,LARams,0.0,57.5,No Favorite,-2.5,56.0,Team 1,64%,36%,55%,45%,63%,37%,201822NewEnglandLARams,201822LARamsNewEngland,64,2018,22,True,NewEngland,LARams,13.0,3.0,16.0
642,1294,2017,1,True,KansasCity,NewEngland,-8.0,50.0,Team 2,-8.0,48.0,Team 2,37%,63%,59%,41%,27%,73%,20171KansasCityNewEngland,20171NewEnglandKansasCity,600,2017,1,True,KansasCity,NewEngland,42.0,27.0,69.0
643,1296,2017,1,True,NYJets,Buffalo,-6.5,42.0,Team 2,-7.5,41.5,Team 2,40%,60%,51%,49%,77%,23%,20171NYJetsBuffalo,20171BuffaloNYJets,608,2017,1,True,NYJets,Buffalo,12.0,21.0,33.0
644,1298,2017,1,True,Atlanta,Chicago,-6.0,51.0,Team 1,-7.0,48.0,Team 1,78%,22%,51%,49%,81%,19%,20171AtlantaChicago,20171ChicagoAtlanta,604,2017,1,True,Atlanta,Chicago,23.0,17.0,40.0
645,1300,2017,1,True,Jacksonville,Houston,-4.5,42.0,Team 2,-6.0,38.0,Team 2,26%,74%,57%,43%,28%,72%,20171JacksonvilleHouston,20171HoustonJacksonville,612,2017,1,True,Jacksonville,Houston,29.0,7.0,36.0
646,1302,2017,1,True,Philadelphia,Washington,-2.5,48.0,Team 2,-1.0,49.5,Team 1,62%,38%,83%,17%,54%,46%,20171PhiladelphiaWashington,20171WashingtonPhiladelphia,616,2017,1,True,Philadelphia,Washington,30.0,17.0,47.0
647,1304,2017,1,True,Arizona,Detroit,-2.5,49.5,Team 2,-2.0,48.5,Team 1,66%,34%,82%,18%,42%,58%,20171ArizonaDetroit,20171DetroitArizona,602,2017,1,True,Arizona,Detroit,23.0,35.0,58.0
648,1306,2017,1,True,Oakland,Tennessee,-1.0,53.0,Team 1,-2.5,50.5,Team 2,59%,41%,83%,17%,74%,26%,20171OaklandTennessee,20171TennesseeOakland,614,2017,1,True,Oakland,Tennessee,26.0,16.0,42.0
649,1310,2017,1,True,Baltimore,Cincinnati,-1.0,44.0,Team 2,-3.0,41.5,Team 2,32%,68%,67%,33%,40%,60%,20171BaltimoreCincinnati,20171CincinnatiBaltimore,606,2017,1,True,Baltimore,Cincinnati,20.0,0.0,20.0
650,1312,2017,1,True,Pittsburgh,Cleveland,-9.5,47.5,Team 1,-10.0,47.0,Team 1,69%,31%,37%,63%,62%,38%,20171PittsburghCleveland,20171ClevelandPittsburgh,610,2017,1,True,Pittsburgh,Cleveland,21.0,18.0,39.0
651,1314,2017,1,True,Indianapolis,LARams,-3.5,48.0,Team 1,-3.5,41.5,Team 2,22%,78%,42%,58%,38%,62%,20171IndianapolisLARams,20171LARamsIndianapolis,618,2017,1,True,Indianapolis,LARams,9.0,46.0,55.0
652,1316,2017,1,True,Seattle,GreenBay,-3.0,50.5,Team 2,-3.0,50.0,Team 2,31%,69%,67%,33%,49%,51%,20171SeattleGreenBay,20171GreenBaySeattle,622,2017,1,True,Seattle,GreenBay,9.0,17.0,26.0
653,1318,2017,1,True,Carolina,SanFrancisco,-4.0,49.0,Team 1,-5.0,45.0,Team 1,77%,23%,56%,44%,64%,36%,20171CarolinaSanFrancisco,20171SanFranciscoCarolina,620,2017,1,True,Carolina,SanFrancisco,23.0,3.0,26.0
654,1320,2017,1,True,NYGiants,Dallas,-6.0,50.5,Team 2,-6.0,46.5,Team 2,46%,54%,69%,31%,64%,36%,20171NYGiantsDallas,20171DallasNYGiants,624,2017,1,True,NYGiants,Dallas,3.0,19.0,22.0
655,1322,2017,1,True,NewOrleans,Minnesota,-3.5,48.5,Team 2,-3.0,47.5,Team 2,50%,50%,60%,40%,65%,35%,20171NewOrleansMinnesota,20171MinnesotaNewOrleans,626,2017,1,True,NewOrleans,Minnesota,19.0,29.0,48.0
656,1324,2017,1,True,LAChargers,Denver,-4.0,44.5,Team 2,-3.0,41.5,Team 2,46%,54%,53%,47%,62%,38%,20171LAChargersDenver,20171DenverLAChargers,628,2017,1,True,LAChargers,Denver,21.0,24.0,45.0
657,1326,2017,2,True,Houston,Cincinnati,,,Team 1,-5.5,38.5,Team 2,49%,51%,57%,43%,59%,41%,20172HoustonCincinnati,20172CincinnatiHouston,630,2017,2,True,Houston,Cincinnati,13.0,9.0,22.0
658,1328,2017,2,True,Tennessee,Jacksonville,,,Team 1,-1.5,41.5,Team 1,76%,24%,71%,29%,47%,53%,20172TennesseeJacksonville,20172JacksonvilleTennessee,640,2017,2,True,Tennessee,Jacksonville,37.0,16.0,53.0
659,1330,2017,2,True,Cleveland,Baltimore,-7.5,41.0,Team 2,-7.5,39.5,Team 2,45%,55%,29%,71%,24%,76%,20172ClevelandBaltimore,20172BaltimoreCleveland,634,2017,2,True,Cleveland,Baltimore,10.0,24.0,34.0
660,1332,2017,2,True,Buffalo,Carolina,-7.5,42.0,Team 2,-6.5,43.5,Team 2,35%,65%,66%,34%,57%,43%,20172BuffaloCarolina,20172CarolinaBuffalo,636,2017,2,True,Buffalo,Carolina,3.0,9.0,12.0
661,1334,2017,2,True,NewEngland,NewOrleans,-6.0,53.5,Team 1,-6.0,55.0,Team 1,74%,26%,82%,18%,76%,24%,20172NewEnglandNewOrleans,20172NewOrleansNewEngland,646,2017,2,True,NewEngland,NewOrleans,36.0,20.0,56.0
662,1336,2017,2,True,Arizona,Indianapolis,-7.5,44.5,Team 1,-7.0,44.0,Team 1,75%,25%,35%,65%,42%,58%,20172ArizonaIndianapolis,20172IndianapolisArizona,632,2017,2,True,Arizona,Indianapolis,16.0,13.0,29.0
663,1338,2017,2,True,Philadelphia,KansasCity,-4.5,47.5,Team 2,-4.5,47.0,Team 2,40%,60%,76%,24%,53%,47%,20172PhiladelphiaKansasCity,20172KansasCityPhiladelphia,642,2017,2,True,Philadelphia,KansasCity,20.0,27.0,47.0
664,1340,2017,2,True,Minnesota,Pittsburgh,-7.0,45.0,Team 2,-8.5,43.0,Team 2,44%,56%,51%,49%,38%,62%,20172MinnesotaPittsburgh,20172PittsburghMinnesota,644,2017,2,True,Minnesota,Pittsburgh,9.0,26.0,35.0
665,1342,2017,2,True,Chicago,TampaBay,,,Team 1,-7.0,44.0,Team 2,36%,64%,65%,35%,58%,42%,20172ChicagoTampaBay,20172TampaBayChicago,638,2017,2,True,Chicago,TampaBay,7.0,29.0,36.0
666,1344,2017,2,True,Miami,LAChargers,-4.0,44.5,Team 2,-3.5,46.5,Team 2,44%,56%,77%,23%,37%,63%,20172MiamiLAChargers,20172LAChargersMiami,648,2017,2,True,Miami,LAChargers,19.0,17.0,36.0
667,1346,2017,2,True,NYJets,Oakland,-14.0,43.5,Team 2,-14.0,43.5,Team 2,20%,80%,54%,46%,39%,61%,20172NYJetsOakland,20172OaklandNYJets,650,2017,2,True,NYJets,Oakland,20.0,45.0,65.0
668,1348,2017,2,True,Washington,LARams,-2.5,46.0,Team 2,-3.0,46.5,Team 2,59%,41%,49%,51%,82%,18%,20172WashingtonLARams,20172LARamsWashington,654,2017,2,True,Washington,LARams,27.0,20.0,47.0
669,1350,2017,2,True,Dallas,Denver,,,Team 1,-2.5,44.0,Team 1,77%,23%,58%,42%,66%,34%,20172DallasDenver,20172DenverDallas,652,2017,2,True,Dallas,Denver,17.0,42.0,59.0
670,1352,2017,2,True,SanFrancisco,Seattle,,,Team 1,-13.5,41.0,Team 2,22%,78%,36%,64%,42%,58%,20172SanFranciscoSeattle,20172SeattleSanFrancisco,656,2017,2,True,SanFrancisco,Seattle,9.0,12.0,21.0
671,1354,2017,2,True,GreenBay,Atlanta,-2.0,53.5,Team 2,-3.0,55.0,Team 2,42%,58%,71%,29%,60%,40%,20172GreenBayAtlanta,20172AtlantaGreenBay,658,2017,2,True,GreenBay,Atlanta,23.0,34.0,57.0
672,1356,2017,2,True,Detroit,NYGiants,-4.5,43.5,Team 2,-3.0,42.5,Team 2,43%,57%,72%,28%,50%,50%,20172DetroitNYGiants,20172NYGiantsDetroit,660,2017,2,True,Detroit,NYGiants,24.0,10.0,34.0
673,1358,2017,3,True,LARams,SanFrancisco,-3.0,42.0,Team 1,-3.0,40.0,Team 1,70%,30%,38%,62%,59%,41%,20173LARamsSanFrancisco,20173SanFranciscoLARams,662,2017,3,True,LARams,SanFrancisco,41.0,39.0,80.0
674,1360,2017,3,True,Baltimore,Jacksonville,-4.5,40.5,Team 1,-3.0,38.5,Team 1,73%,27%,53%,47%,64%,36%,20173BaltimoreJacksonville,20173JacksonvilleBaltimore,664,2017,3,True,Baltimore,Jacksonville,7.0,44.0,51.0
675,1362,2017,3,True,Cleveland,Indianapolis,,,Team 1,-1.0,42.0,Team 1,47%,53%,54%,46%,39%,61%,20173ClevelandIndianapolis,20173IndianapolisCleveland,674,2017,3,True,Cleveland,Indianapolis,28.0,31.0,59.0
676,1364,2017,3,True,Pittsburgh,Chicago,-7.5,45.5,Team 1,-7.0,43.5,Team 1,66%,34%,59%,41%,83%,17%,20173PittsburghChicago,20173ChicagoPittsburgh,672,2017,3,True,Pittsburgh,Chicago,17.0,23.0,40.0
677,1366,2017,3,True,Miami,NYJets,-6.5,41.5,Team 1,-5.5,43.0,Team 1,60%,40%,60%,40%,57%,43%,20173MiamiNYJets,20173NYJetsMiami,678,2017,3,True,Miami,NYJets,6.0,20.0,26.0
678,1368,2017,3,True,Denver,Buffalo,,,Team 1,-3.5,39.5,Team 1,74%,26%,33%,67%,65%,35%,20173DenverBuffalo,20173BuffaloDenver,668,2017,3,True,Denver,Buffalo,16.0,26.0,42.0
